478,Abstract,Adjective,"Withdraw; separate.
Considered apart from any application to a particular object; separated from matter; existing in the mind only; as, abstract truth, abstract numbers.  Hence: ideal; abstruse; difficult.
Expressing a particular property of an object viewed apart from the other properties which constitute it; -- opposed to concrete; as, honesty is an abstract word.
Resulting from the mental faculty of abstraction; general as opposed to particular; as, ""reptile"" is an abstract or general name.
Abstracted; absent in mind.
To withdraw; to separate; to take away.
To draw off in respect to interest or attention; as, his was wholly abstracted by other objects.
To separate, as ideas, by the operation of the mind; to consider by itself; to contemplate separately, as a quality or attribute.
To epitomize; to abridge.
To take secretly or dishonestly; to purloin; as, to abstract goods from a parcel, or money from a till.
To separate, as the more volatile or soluble parts of a substance, by distillation or other chemical processes. In this sense extract is now more generally used.
To perform the process of abstraction.
That which comprises or concentrates in itself the essential qualities of a larger thing or of several things. Specifically: A summary or an epitome, as of a treatise or book, or of a statement; a brief.
A state of separation from other things; as, to consider a subject in the abstract, or apart from other associated things.
An abstract term.
A powdered solid extract of a vegetable substance mixed with sugar of milk in such proportion that one part of the abstract represents two parts of the original substance.
'based on general ideas and not on any particular real person, thing or situationexisting in thought or as an idea but not having a physical realitynot representing people or things in a realistic way, but expressing the artist’s ideas about them'",/ˈæbstrækt/,"Let's abstract away from this particular example, abstract reasoning, he loved her only in the abstract--not in person, abstract words like `truth' and `justice', a large abstract painting
'abstract knowledge/principlesThe research shows that pre-school children are capable of thinking in abstract terms.We may talk of beautiful things but beauty itself is abstract.the work of American abstract expressionists like Mark Rothko'","Abstract, Outline, Abstraction",Concrete
491,Abstractly,AdVerb,"In an abstract state or manner; separately; absolutely; by itself; as, matter abstractly considered.
""not representing people or things in a realistic way, but expressing the artist's ideas about them""",/ˈæbstræktli/,'Young children may not have the ability to think abstractly.She began to paint abstractly again.',Abstractly,Concretely
608,Accede,Verb,"To approach; to come forward; -- opposed to recede.
To enter upon an office or dignity; to attain.
To become a party by associating one's self with others; to give one's adhesion. Hence, to agree or assent to a proposal or a view; as, he acceded to my request.
'to agree to a request, proposal, etc.to achieve a high position, especially to become king or queento become a member of an organization'",/əkˈsiːd/,"The Maestro assented to the request for an encore, The government bowed to the military pressure, accede to the throne
'He acceded to demands for his resignation.Japan had little choice but to accede.The Planning Committee has finally acceded to growing pressure.Queen Victoria acceded to the throne in 1837.Croatia acceded to the EU in 2013.'","Bow, Defer, Submit",Dissent
614,Accelerate,Verb,"To cause to move faster; to quicken the motion of; to add to the speed of; -- opposed to retard.
To quicken the natural or ordinary progression or process of; as, to accelerate the growth of a plant, the increase of wealth, etc.
To hasten, as the occurence of an event; as, to accelerate our departure.
'to happen faster or earlier; to make something happen faster or earlierto start to go faster'",/əkˈseləreɪt/,"The car accelerated, He accelerated the car
'Inflation continues to accelerate.Exposure to the sun can accelerate the ageing process.The runners accelerated smoothly around the bend.The car accelerated to overtake me.The car purred into life and accelerated away.'","Accelerate, Speed_up, Speed",Decelerate
615,Acceleration,Noun,"The act of accelerating, or the state of being accelerated; increase of motion or action; as, a falling body moves toward the earth with an acceleration of velocity; -- opposed to retardation.
'an increase in how fast something happensthe rate at which a vehicle increases speedthe rate at which the velocity (= speed in a particular direction) of an object changes'",/əkˌseləˈreɪʃn/,"modern science caused an acceleration of cultural change
'an acceleration in the rate of economic growtha car with good accelerationacceleration from 0–60 mph in 11.2 secondsThis model has the best acceleration of any available sports car.acceleration caused by gravity'","Acceleration, Quickening",Deceleration
617,Accelerator,Noun,"One who, or that which, accelerates. Also as an adj.; as, accelerator nerves.
'the pedal in a car or other vehicle that you press with your foot to control the speed of the enginea machine for making elementary particles move at high speeds'",/əkˈseləreɪtə(r)/,"he stepped on the gas
'She put her foot on the accelerator and we sped through the traffic lights.'","Accelerator, Accelerator_pedal, Gas_pedal",Anticatalyst
627,Accented,Adjective,"of Accent
'spoken with particular emphasiswritten or printed with a special mark on it to show it should be pronounced in a particular way'",/ˈæksentɪd/,"an iambic foot consists of an unstressed syllable followed by a stressed syllable as in `delay', In Farsi, you accent the last syllable of each word, a tonic syllables carries the main stress in a word, Dr. Jones emphasizes exercise in addition to a change in diet
'He spoke heavily accented English.accented vowels/syllablesaccented characters'","Emphasize, Stress, Emphasise","Atonic, Unstressed"
641,Accept,Verb,"To receive with a consenting mind (something offered); as, to accept a gift; -- often followed by of.
To receive with favor; to approve.
To receive or admit and agree to; to assent to; as, I accept your proposal, amendment, or excuse.
To take by the mind; to understand; as, How are these words to be accepted?
To receive as obligatory and promise to pay; as, to accept a bill of exchange.
In a deliberate body, to receive in acquittance of a duty imposed; as, to accept the report of a committee. [This makes it the property of the body, and the question is then on its adoption.]
Accepted.
'to take willingly something that is offered; to say ‘yes’ to an offer, invitation, etc.to agree to or approve of somethingto take payment in a particular formto admit that you are responsible or to blame for something'",/əkˈsept/,"I'll accept the charges, I cannot accept the dogma of this church, I shall have to accept these unpleasant working conditions, This surface will not take the dye, The cow accepted the bull, take a risk, People did not accept atonal music at that time, The only girl who would have him was the miller's daughter, accept students for graduate study, I cannot accept your invitation
'He asked me to marry him and I accepted.Please accept our sincere apologies.It was pouring with rain so I accepted his offer of a lift.I am unfortunately unable to accept your kind invitation.The board of directors accepted our proposal.', ""She's decided not to accept the job."", 'Please accept this small token of my appreciation.He is charged with accepting bribes from a firm of suppliers.', ""She said she'd accept $15 for it."", ""They accepted the court's decision."", 'The judge refused to accept his evidence.He accepted all the changes we proposed.Are you willing to accept the challenge?', ""She won't accept advice from anyone."", 'My article has been accepted for publication.This machine only accepts coins.Credit cards are widely accepted.He accepts full responsibility for what happened.You have to accept the consequences of your actions.', ""You just have to accept the fact that we're never going to be rich."", 'to be willing/prepared to accept somethingNothing will change as long as the workers continue to accept these appalling conditions.They accept the risks as part of the job.He just refused to accept that his father was no longer there.It may take years to be completely accepted by the local community.', ""She had never been accepted into what was essentially a man's world."", 'He never really accepted her as his own child.', ""I don't accept his version of events."", 'Can we accept his account as the true version?I accept that this will not be popular.I am not prepared to accept that this decision is final.It is generally accepted that people are motivated by success.Their workforce is widely accepted to have the best conditions in Europe.The college he applied to has accepted him.She was disappointed not to be accepted into the club.The landlord was willing to accept us as tenants.She was accepted to study music.'","Take, Accept","Reject, Refuse"
642,Acceptability,Noun,"The quality of being acceptable; acceptableness.
'the degree to which somebody agrees that something is good enough to use or allow'",/əkˌseptəˈbɪləti/,'The social acceptability of smoking varies between countries.The study aimed to assess the acceptability of the new system to patients.',"Acceptableness, Acceptability",Unacceptability
643,Acceptable,Adjective,"Capable, worthy, or sure of being accepted or received with pleasure; pleasing to a receiver; gratifying; agreeable; welcome; as, an acceptable present, one acceptable to us.
'agreed or approved of by most people in a societythat somebody agrees is of a good enough standard or allowednot very good but good enough'",/əkˈseptəbl/,"acceptable English usage, the step makes a satisfactory seat, the water was acceptable for drinking, acceptable levels of radiation
'Children must learn socially acceptable behaviour.It is perfectly acceptable for you as an employee to say no.For this course a pass in English at grade B is acceptable.Air pollution in the city had reached four times the acceptable levels.We want a political solution that is acceptable to all parties.It is possible to find a solution that is acceptable to both sides.The food was acceptable, but no more.Inspectors found that teaching standards were acceptable, but could be improved.'","Acceptable, Satisfactory",Unacceptable
646,Acceptance,Noun,"The act of accepting; a receiving what is offered, with approbation, satisfaction, or acquiescence; esp., favorable reception; approval; as, the acceptance of a gift, office, doctrine, etc.
State of being accepted; acceptableness.
An assent and engagement by the person on whom a bill of exchange is drawn, to pay it when due according to the terms of the acceptance.
The bill itself when accepted.
An agreeing to terms or proposals by which a bargain is concluded and the parties are bound; the reception or taking of a thing bought as that for which it was bought, or as that agreed to be delivered, or the taking possession as owner.
An agreeing to the action of another, by some act which binds the person in law.
Meaning; acceptation.
'the act of accepting a gift, an invitation, an offer, etc.the act of agreeing with something and approving of itthe process of allowing somebody to join something or be a member of a groupthe quality of being willing to accept an unpleasant or difficult situation'",/əkˈseptəns/,"torn jeans received no acceptance at the country club, its adoption by society, all people should practice toleration and live together in peace, her acceptance of the gift encouraged him, he gave credence to the gossip
'Please confirm your acceptance of this offer in writing.He made a short acceptance speech/speech of acceptance.Invitations have been sent out and 80 acceptances have already been received.So far we have had one refusal and three acceptances.The new laws have gained widespread acceptance.Your acceptance into the insurance plan is guaranteed.Social acceptance is important for most young people.The group is now seeking formal acceptance.acceptance of death/suffering'","Acceptance, Credence, Adoption",Rejection
662,Accessible,Adjective,"Easy of access or approach; approachable; as, an accessible town or mountain, an accessible person.
Open to the influence of; -- with to.
Obtainable; to be got at.
'that can be reached, entered, used, seen, etc.that can be reached, entered, used, etc. by somebody who has problems walkingeasy to understandeasy to talk to and to get to know'",/əkˈsesəbl/,"readily accessible to the nonprofessional reader, a town accessible by rail, most students now have computers accessible, an accessible and genial man
'The remote desert area is accessible only by helicopter.These documents are not accessible to the public.accessible toilets for wheelchair usersThe beach should be accessible to everyone.Her poetry is always very accessible.a programme making science more accessible to young people'","Accessible, Approachable",Inaccessible
721,Accommodate,Verb,"To render fit, suitable, or correspondent; to adapt; to conform; as, to accommodate ourselves to circumstances.
To bring into agreement or harmony; to reconcile; to compose; to adjust; to settle; as, to accommodate differences, a dispute, etc.
To furnish with something desired, needed, or convenient; to favor; to oblige; as, to accommodate a friend with a loan or with lodgings.
To show the correspondence of; to apply or make suit by analogy; to adapt or fit, as teachings to accidental circumstances, statements to facts, etc.; as, to accommodate prophecy to events.
To adapt one's self; to be conformable or adapted.
Suitable; fit; adapted; as, means accommodate to end.
'to provide somebody with a room or place to sleep, live or sitto provide enough space for somebody/somethingto consider something such as somebody’s opinion or a fact and be influenced by it when you are deciding what to do or explaining somethingto help somebody by doing what they want'",/əˈkɒmədeɪt/,"Adapt our native cuisine to the available food resources of the new country, This suits my needs, We had to oblige him, The scientists had to accommodate the new results with the existing theories, We are lodging three foreign students this semester, Can you accommodate me with a rental car?, This hotel can accommodate 250 guests
'The hotel can accommodate up to 500 guests.The aircraft is capable of accommodating 28 passengers.The garage can accommodate three cars.The old town hall now accommodates a Folk Museum.Our proposal tries to accommodate the special needs of minority groups.She modified her views so as to accommodate the objections of American feminists.I have accommodated the press a great deal, giving numerous interviews.I’m sure the bank will be able to accommodate you.I needed to accommodate to the new schedule.'","Accommodate, Suit, Fit",Disoblige
823,Accuracy,Noun,"The state of being accurate; freedom from mistakes, this exemption arising from carefulness; exact conformity to truth, or to a rule or model; precision; exactness; nicety; correctness; as, the value of testimony depends on its accuracy.
'the state of being exact or correct; the ability to do something with skill and without making mistakesthe degree to which a measurement, calculation, etc. is exact or correct'",/ˈækjərəsi/,"he was beginning to doubt the accuracy of his compass, the atomic clock enabled scientists to measure time with much greater accuracy
'They questioned the accuracy of the information in the file.Candidates are judged on technical accuracy as well as artistic expression.She hits the ball with great accuracy.the accuracy of radiocarbon datingto achieve accuracies of 50–70 per cent'","Truth, Accuracy",Inaccuracy
824,Accurate,Adjective,"In exact or careful conformity to truth, or to some standard of requirement, the result of care or pains; free from failure, error, or defect; exact; as, an accurate calculator; an accurate measure; accurate expression, knowledge, etc.
Precisely fixed; executed with care; careful.
'correct and true in every detailable to give completely correct information or to do something in an exact wayan accurate throw, shot, weapon, etc. hits or reaches the thing that it was aimed at'",/ˈækjərət/,"a precise image, an accurate reproduction
'an accurate description/picture of somethingAccurate measurements are essential.', ""I'm not convinced the reports are accurate."", 'The film is not historically accurate.an accurate prediction/estimate/assessmentan accurate representation/portrayalscientifically accurate information/datareasonably/entirely/fairly accurateThe cost is an accurate reflection of the quality of our products.a highly accurate electronic compassMy watch is not very accurate.Scientists have found a more accurate way of dating cave paintings.Huygens was able to build a clock accurate to within ten seconds in a day.There were only two accurate shots on goal.'","Exact, Accurate",Inaccurate
825,Accurately,AdVerb,"In an accurate manner; exactly; precisely; without error or defect.
'in a way that is correct and true in every detailin an exact wayhitting or reaching the thing that was aimed at'",/ˈækjərətli/,"he works very accurately, repeated the order accurately
'The article accurately reflects public opinion.The report accurately reflects the current state of the industry.Quantities must be measured accurately.You need to hit the ball accurately.'",Accurately,Inaccurately
846,Accustomed,Adjective,"of Accustom
Familiar through use; usual; customary.
Frequented by customers.
'familiar with something and accepting it as normal or usualusual'",/əˈkʌstəmd/,"She became habituated to the background music, his accustomed thoroughness, accustomed to doing her own work
'to become/get accustomed to somethingMy eyes slowly grew accustomed to the dark.This was not the kind of behaviour I was accustomed to.She had grown accustomed to his long absences.', ""She was a person accustomed to having eight hours' sleep a night."", 'He took his accustomed seat by the fire.'","Accustomed, Accustom, Habituate",Unaccustomed
939,Achiever,Noun,"One who achieves; a winner.
'a person who achieves the particular level of success that is stated'",/əˈtʃiːvə(r)/,"his son would never be the achiever that his father was
'a low achiever'","Winner, Achiever, Success",Loser
1007,Acknowledge,Verb,"To of or admit the knowledge of; to recognize as a fact or truth; to declare one's belief in; as, to acknowledge the being of a God.
To own or recognize in a particular character or relationship; to admit the claims or authority of; to give recognition to.
To own with gratitude or as a benefit or an obligation; as, to acknowledge a favor, the receipt of a letter.
To own as genuine; to assent to, as a legal instrument, to give it validity; to avow or admit in legal form; as, to acknowledgea deed.
'to accept that something is trueto accept that somebody/something has a particular authority or statusto tell somebody that you have received something that they sent to youto show that you have noticed somebody/something by smiling, waving, etc.'",/əkˈnɒlɪdʒ/,"acknowledge the deed, The program committee acknowledged the submission of the authors of the paper, He never acknowledges his colleagues when they run into him in the hallway, He admitted his errors, The Crown Prince was acknowledged as the true heir to the throne, We must acknowledge the kindness she showed towards us
'She refuses to acknowledge the need for reform.I have to acknowledge the fact that I am partly responsible.', ""It's a generally acknowledged fact."", 'Most people acknowledge the existence of evil.to openly/publicly/readily acknowledge somethingHe does not acknowledge that he has done anything wrong.It is generally acknowledged to be true.The country acknowledged his claim to the throne.', ""The peace settlement effectively acknowledged the country's independence."", 'He is widely acknowledged as the best player in the world.He is widely acknowledged to be the best player in the world.All applications will be acknowledged.Please acknowledge receipt of this letter.', ""I was standing right next to her, but she didn't even acknowledge me."", 'He waved, acknowledging the applause.I gratefully acknowledge financial support from several local businesses.He is always ready to acknowledge his debt to his teachers.'","Admit, Acknowledge",Deny
1057,Acquaintance,Noun,"A state of being acquainted, or of having intimate, or more than slight or superficial, knowledge; personal knowledge gained by intercourse short of that of friendship or intimacy; as, I know the man; but have no acquaintance with him.
A person or persons with whom one is acquainted.
'a person that you know but who is not a close friendslight friendshipknowledge of something'",/əˈkweɪntəns/,"I have trouble remembering the names of all my acquaintances
'Claire has a wide circle of friends and acquaintances.', ""He's just a business acquaintance."", 'I bumped into an old acquaintance on the train.He hoped their acquaintance would develop further.a man with whom I had a passing acquaintanceI first met Simon in 2008 and struck up an acquaintance with him.I had little acquaintance with modern poetry.'","Familiarity, Conversance, Acquaintance",Stranger
1074,Acquire,Verb,"To gain, usually by one's own exertions; to get as one's own; as, to acquire a title, riches, knowledge, skill, good or bad habits.
'to gain something by your own efforts, ability or behaviourto obtain something by buying or being given it'",/əˈkwaɪə(r)/,"He grew a beard, His voice took on a sad tone, I acquired a strong aversion to television, She learned dancing from her sister, I acquired a passing knowledge of Chinese, She got a lot of paintings from her uncle
'She has acquired a good knowledge of English.How long will it take to acquire the necessary skills?I would love to apply the newly acquired skills to a job that I enjoy.He has acquired a reputation for dishonesty.I have recently acquired a taste for olives.Not all of the land acquired for the road has been paid for yet.Austria has pledged not to acquire nuclear weapons.Property acquired through crime will be confiscated.The company has just acquired new premises.How did the gallery come to acquire so many Picassos?', ""I've suddenly acquired a stepbrother.""","Get, Acquire, Assume",Lose
1085,Acquit,Verb,"Acquitted; set free; rid of.
To discharge, as a claim or debt; to clear off; to pay off; to requite.
To pay for; to atone for.
To set free, release or discharge from an obligation, duty, liability, burden, or from an accusation or charge; -- now followed by of before the charge, formerly by from; as, the jury acquitted the prisoner; we acquit a man of evil intentions.
To clear one's self.
To bear or conduct one's self; to perform one's part; as, the soldier acquitted himself well in battle; the orator acquitted himself very poorly.
'to decide and state officially in court that somebody is not guilty of a crimeto perform or behave well, badly, etc.'",/əˈkwɪt/,"The suspect was cleared of the murder charges, She carried herself well
'The jury acquitted him of murder.Both defendants were acquitted.She was acquitted on all charges.He was acquitted on the grounds of insufficient evidence.He acquitted himself brilliantly in the exams.'","Acquit, Clear, Assoil",Convict
1170,Act,Verb,"That which is done or doing; the exercise of power, or the effect, of which power exerted is the cause; a performance; a deed.
The result of public deliberation; the decision or determination of a legislative body, council, court of justice, etc.; a decree, edit, law, judgment, resolve, award; as, an act of Parliament, or of Congress.
A formal solemn writing, expressing that something has been done.
A performance of part of a play; one of the principal divisions of a play or dramatic work in which a certain definite part of the action is completed.
A thesis maintained in public, in some English universities, by a candidate for a degree, or to show the proficiency of a student.
A state of reality or real existence as opposed to a possibility or possible existence.
Process of doing; action. In act, in the very doing; on the point of (doing).
To move to action; to actuate; to animate.
To perform; to execute; to do.
To perform, as an actor; to represent dramatically on the stage.
To assume the office or character of; to play; to personate; as, to act the hero.
To feign or counterfeit; to simulate.
To exert power; to produce an effect; as, the stomach acts upon food.
To perform actions; to fulfill functions; to put forth energy; to move, as opposed to remaining at rest; to carry into effect a determination of the will.
To behave or conduct, as in morals, private duties, or public offices; to bear or deport one's self; as, we know not why he has acted so.
To perform on the stage; to represent a character.
'to do something for a particular purpose or in order to deal with a situationto behave in a particular wayto perform a part in a play or filmto pretend by your behaviour to be a particular type of person'",/ækt/,"She acts in this play, She acts as the chair, think before you act, he did his act three times every evening, He acted the idiot, You should act like an adult, Gielgud played Hamlet, This scene acts well, The voting process doesn't work as well as people thought, She's just acting, he put on quite an act for her benefit
'It is vital that we act to stop the destruction of the rainforests.By acting quickly doctors saved her life.The government was criticized for failing to act decisively.Initial reports indicated he acted alone.He claims he acted in self-defence.We acted in good faith (= believing that we were doing the right thing).They are acting out of self-interest.She was not acting for personal gain.The man was seen acting suspiciously.I think that most employers act responsibly in these situations.Decide what your priorities are and act accordingly (= in an appropriate way).Stop acting like spoilt children!', ""She was acting as if she'd seen a ghost."", 'Have you ever acted?', ""He just can't act."", 'Most of the cast act well.The play was well acted.', ""Who's acting the part of Hamlet?"", 'She is acting the role of Juliet.', ""He's been acting the devoted husband all day."", 'I decided to act dumb.to act weird/strange/normal/stupidHe acts all macho, but he’s a real softie underneath.She acted as an adviser to the committee.Can you act as interpreter?We hope this sentence will act as a deterrent to others.Culture can act as a powerful catalyst for urban regeneration.The council is only really acting as an agent.hormones in the brain that act like natural painkillersAlcohol acts quickly on the brain.It took a few minutes for the drug to act.'","Act, Enactment",Refrain
